company,valuation,industry,city,country,continent,year_founded,funding,select_investors,year_joined
SITECH DEV,1000000000,Other,Guiyang,China,Asia,2017,,China Prosperity Capital,2019
Xiaobing,1000000000,Fintech,Beijing,China,Asia,2020,,"NetEase Capital, Northern Light Venture Capital, Microsoft",2021
Veepee,1000000000,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,,"Summit Partners, Qatar Holding",2007
DistroKid,1000000000,Internet software & services,New York,United States,North America,2013,,"Insight Partners, Silversmith Capital Partners, Spotify",2021
Assembly,1000000000,Internet software & services,Culver City,United States,North America,2019,,"Advent International, PSG, Providence Equity Partners",2021
Iodine Software,1000000000,Data management & analytics,Austin,United States,North America,2010,,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",2021
Kendra Scott,1000000000,Consumer & retail,Austin,United States,North America,2002,,"Berkshire Partners, Norwest Venture Partners",2016
Poizon,1000000000,Mobile & telecommunications,Shanghai,China,Asia,2015,,"DST Global, Sequoia Capital China, Gaorong Capital",2019
Celonis,11000000000,Data management & analytics,Munich,Germany,Europe,2011,1000000000,"Accel, 83North",2018
Doctolib,6000000000,Health,Paris,France,Europe,2013,815000000,"BPI France, Kerala Ventures, Accel",2019
A24 Films,3000000000,Other,New York,United States,North America,2012,225000000,"Stripes Group, Neuberger Berman",2022
MindMaze,2000000000,Health,Lausanne,Switzerland,Europe,2012,340000000,Hinduja Group,2016
StoreDot,2000000000,Other,Herzliya,Israel,Asia,2012,190000000,"Samsung Ventures, SingulariTeam, BP Ventures",2022
Bunq,2000000000,Fintech,Amsterdam,Netherlands,Europe,2013,281000000,Undisclosed,2021
JUUL Labs,38000000000,Consumer & retail,San Francisco,United States,North America,2015,14000000000,Tiger Global Management,2017
WeDoctor,6000000000,Health,Hangzhou,China,Asia,2010,1000000000,"Tencent, Morningside Group",2015
Traveloka,3000000000,Travel,Jakarta,Indonesia,Asia,2012,1000000000,"Global Founders Capital, East Ventures, Expedia Inc.",2017
Coocaa,1000000000,Hardware,Shenzhen,China,Asia,2006,218000000,"Baidu, Tencent Holdings",2018
Tresata,1000000000,Fintech,Charlotte,United States,North America,2011,51000000,GCP Capital Partners,2018
Otto Bock HealthCare,4000000000,Health,Duderstadt,Germany,Europe,1919,0,EQT Partners,2017
LifeMiles,1000000000,Other,Bogota,Colombia,South America,2011,344000000,Advent International,2015
PPRO,1000000000,Fintech,London,United Kingdom,Europe,2006,370000000,"Wellington Management, Eurazeo, Citi Ventures",2021
Yuanfudao,17000000000,Edtech,Beijing,China,Asia,2012,4000000000,"Tencent Holdings, Warbug Pincus, IDG Capital",2017
TERMINUS Technology,1000000000,Hardware,Beijing,China,Asia,2015,623000000,"China Everbright Limited, IDG Capital, iFLYTEK",2018
DJI Innovations,8000000000,Hardware,Shenzhen,China,Asia,2006,105000000,"Accel Partners, Sequoia Capital",2015
Chainalysis,4000000000,Fintech,New York,United States,North America,2014,367000000,"Addition, Benhcmark, Accel",2020
Infinidat,2000000000,Hardware,Waltham,United States,North America,2011,325000000,"TPG Growth, Goldman Sachs",2015
UpGrad,1000000000,Edtech,Mumbai,India,Asia,2015,194000000,"Qualcomm Ventures, Accel, Canaan Partners",2021
Radius Payment Solutions,1000000000,Fintech,Crewe,United Kingdom,Europe,1990,200000000,Inflexion Private Equity,2017
Carson Group,1000000000,Fintech,Lincoln,United States,North America,2012,,Bain Capital,2021
Carro,1000000000,E-commerce & direct-to-consumer,,Singapore,Asia,2015,595000000,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",2021
NIUM,1000000000,Fintech,,Singapore,Asia,2014,285000000,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",2021
ONE,1000000000,Internet software & services,,Singapore,Asia,2011,515000000,"Temasek, Guggenheim Investments, Qatar Investment Authority",2021
PatSnap,1000000000,Internet software & services,,Singapore,Asia,2007,352000000,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",2021
